County,FIPS,Longitude,Latitude,Consortium,Year,Elderly CalFresh,Age 18-59 CalFresh,Children CalFresh,ESL CalFresh,WIC Recipients Reachable,Pct Receiving WIC,Total Population,Elderly Population,Children Population,ESL Population,SSI Recipients
Statewide,,,,,2021,822496,1919754,1706479,1204103.0,,,39953269,8937921,8947160,3325072.0,1065311.0
Alameda,US-06001,-121.7871814,37.680185,CalWIN,2021,33379,58597,41865,41554.0,,,1678334,371871,340356,117183.0,41361.5
Alpine,US-06003,-120.0354892,38.6301005,C-IV,2021,22,55,43,0.0,,,1133,437,163,19.0,28.583333333333332
Amador,US-06005,-120.238969,38.46328,C-IV,2021,578,1310,864,46.0,,,37986,14455,5610,452.0,599.9166666666666
Butte,US-06007,-121.5660076,39.723785,C-IV,2021,4519,16041,9038,2009.0,,,226910,57312,45972,4909.0,8492.833333333334
Calaveras,US-06009,-120.6039732,38.1711345,C-IV,2021,972,2453,1513,63.0,,,44153,18302,7024,434.0,923.5
Colusa,US-06011,-122.4386143,39.169245,C-IV,2021,310,872,893,458.0,,,22786,5043,5881,2695.0,511.5833333333333
Contra Costa,US-06013,-121.717604,37.888418,CalWIN,2021,13963,34779,30705,15583.0,,,1159507,293847,240054,64875.0,21467.083333333332
Del Norte,US-06015,-123.719458,41.6908155,C-IV,2021,843,2926,1775,179.0,,,26840,7066,5446,477.0,1608.3333333333333
El Dorado,US-06017,-120.4259625,38.78496,C-IV,2021,2197,5710,3341,582.0,,,189089,59785,35233,2362.0,2543.4166666666665
Fresno,US-06019,-120.862059,36.74633,CalWIN,2021,21010,82385,95237,43579.0,,,1021649,188263,279298,96137.0,39273.166666666664
Glenn,US-06021,-122.1147288,39.591764,C-IV,2021,501,1498,1384,460.0,,,29185,6755,7271,2401.0,996.5
Humboldt,US-06023,-123.959972,40.73356,C-IV,2021,3537,12159,6244,673.0,,,134214,35982,27446,2213.0,4677.75
Imperial,US-06025,-115.058652,33.02615,C-IV,2021,6502,16874,16138,20267.0,,,191619,37088,53418,32860.0,9147.0
Inyo,US-06027,-117.7797286,36.626,C-IV,2021,283,906,750,126.0,,,18172,6485,3693,305.0,350.4166666666667
Kern,US-06029,-118.4426011,35.29441,C-IV,2021,17881,69133,77624,31711.0,,,920651,158091,251721,84172.0,29848.75
Kings,US-06031,-119.6135104,36.138775,C-IV,2021,2493,10433,11392,4834.0,,,155100,23863,47096,15125.0,4388.416666666667
Lake,US-06033,-122.9624445,39.124455,C-IV,2021,2556,6396,4001,743.0,,,64174,20174,13573,1822.0,3226.4166666666665
Lassen,US-06035,-120.2636913,40.446085,C-IV,2021,498,1666,1125,47.0,,,29965,7470,5251,847.0,824.0
Los Angeles,US-06037,-117.9879672,34.26394,LRS,2021,292124,577140,484261,439938.0,,,10198389,2239357,2174428,1185441.0,339031.8333333333
Madera,US-06039,-119.84174,37.27052,C-IV,2021,2643,10636,15156,8530.0,,,161121,32920,40656,18196.0,4045.1666666666665
Marin,US-06041,-122.870429,38.068145,C-IV,2021,3046,5453,4436,4074.0,,,258165,84564,46986,10001.0,2342.1666666666665
Mariposa,US-06043,-119.6495595,37.543615,C-IV,2021,485,1216,704,42.0,,,17571,7216,2705,148.0,416.4166666666667
Mendocino,US-06045,-123.5709822,39.380655,C-IV,2021,2170,6077,4301,1299.0,,,88297,26730,18467,3711.0,2848.75
Merced,US-06047,-120.1246993,37.18687,C-IV,2021,5666,22568,24900,12382.0,,,285801,48170,79428,35499.0,9795.666666666666
Modoc,US-06049,-120.1993372,41.590546,C-IV,2021,242,689,452,36.0,,,9384,3327,1736,285.0,396.5833333333333
Mono,US-06051,-118.7402371,38.0878955,C-IV,2021,105,332,227,98.0,,,13838,3750,2716,304.0,81.83333333333333
Monterey,US-06053,-120.9044897,36.35433,C-IV,2021,4661,14000,21874,16979.0,,,445181,92144,112743,68862.0,6992.833333333333
Napa,US-06055,-122.5128064,38.509635,C-IV,2021,1432,2994,2857,2241.0,,,139369,38241,26841,9243.0,1776.4166666666667
Nevada,US-06057,-120.3163119,39.266135,C-IV,2021,1669,4433,2182,177.0,,,98017,37262,15173,1185.0,1775.5833333333333
Orange,US-06059,-117.8002615,33.66707,CalWIN,2021,55606,93618,89467,92631.0,,,3209272,735719,702608,267533.0,64951.5
Placer,US-06061,-120.7858989,39.013999,CalWIN,2021,3551,7638,5500,1700.0,,,396376,114665,72757,6221.0,5165.916666666667
Plumas,US-06063,-121.1037321,40.0234855,C-IV,2021,384,1146,651,,,,19124,7774,3129,138.0,541.1666666666666
Riverside,US-06065,-115.0250859,33.752845,C-IV,2021,35478,107245,105510,42800.0,,,2477971,554554,588233,176202.0,56818.666666666664
Sacramento,US-06067,-121.1505311,38.383079,CalWIN,2021,35138,97821,80749,47466.0,,,1558537,331087,359115,91157.0,56884.25
San Benito,US-06069,-121.2131455,36.5928495,C-IV,2021,632,2331,2300,1300.0,,,61719,13274,13567,5221.0,849.1666666666666
San Bernardino,US-06071,-116.6760973,34.840011,C-IV,2021,37666,131258,133410,43254.0,,,2200340,410358,570238,151068.0,63059.25
San Diego,US-06073,-116.693716,33.019645,CalWIN,2021,64712,157814,116326,102483.0,,,3343827,741297,792577,190544.0,69618.5
San Francisco,US-06075,-122.4847727,37.759845,CalWIN,2021,36605,34967,17100,42906.0,,,892429,209101,135506,88926.0,32839.75
San Joaquin,US-06077,-120.9449271,37.889845,C-IV,2021,14777,43758,43205,17375.0,,,775350,152402,197040,64004.0,23627.833333333332
San Luis Obispo,US-06079,-120.1080592,35.34633,CalWIN,2021,3059,8554,5929,2507.0,,,278574,86345,49397,7669.0,3512.5
San Mateo,US-06081,-122.2406398,37.407705,CalWIN,2021,7190,10166,10573,10882.0,,,774990,197670,157276,47507.0,8432.333333333334
Santa Barbara,US-06083,-120.0351675,34.743715,CalWIN,2021,5660,18536,18882,13486.0,,,453498,99933,101827,43385.0,7290.083333333333
Santa Clara,US-06085,-121.6161794,37.18939,CalWIN,2021,30401,39680,33616,43051.0,,,1974827,437626,424995,158754.0,37377.25
Santa Cruz,US-06087,-122.0401593,37.06834,CalWIN,2021,4360,12000,9850,7729.0,,,275023,70919,57622,16945.0,4303.916666666667
Shasta,US-06089,-122.0883555,40.735175,C-IV,2021,4091,12362,7494,505.0,,,176451,50074,37722,1731.0,7927.666666666667
Sierra,US-06091,-120.0617973,39.58418,C-IV,2021,83,110,49,,,,3098,1365,435,13.0,69.5
Siskiyou,US-06093,-122.5559892,41.5008525,C-IV,2021,1422,3830,2361,220.0,,,43315,15380,8363,616.0,2222.1666666666665
Solano,US-06095,-121.6688337,38.2894915,CalWIN,2021,6899,20175,15191,5916.0,,,445326,109042,98196,20418.0,9899.916666666666
Sonoma,US-06097,-122.7518161,38.481733,CalWIN,2021,6317,13171,11284,7120.0,,,500879,151047,89339,25808.0,6850.583333333333
Stanislaus,US-06099,-120.8981857,37.606095,C-IV,2021,10857,32341,29428,13503.0,,,561951,110574,143384,45359.0,17045.666666666668
Sutter,US-06101,-121.714735,39.02038,C-IV,2021,1455,5471,4944,1793.0,,,99210,21483,24017,8978.0,3388.8333333333335
Tehama,US-06103,-122.6595518,40.125305,C-IV,2021,1603,4699,3562,839.0,,,63950,17203,14664,1794.0,2680.6666666666665
Trinity,US-06105,-123.5069171,40.672495,C-IV,2021,415,1080,511,30.0,,,13180,5304,2276,305.0,564.3333333333334
Tulare,US-06107,-119.0889841,36.266965,CalWIN,2021,10948,42748,52410,31202.0,,,481649,83879,140237,56149.0,16870.5
Tuolumne,US-06109,-120.0954221,38.03354,C-IV,2021,1153,2501,1256,49.0,,,51732,19629,8344,330.0,1445.6666666666667
Ventura,US-06111,-119.0838699,34.47326,CalWIN,2021,10820,26972,27787,19543.0,,,850054,206817,185989,70298.0,13600.833333333334
Yolo,US-06113,-121.9008022,38.619495,CalWIN,2021,3124,10868,6207,3886.0,,,225894,42281,51034,12450.0,4467.666666666667
Yuba,US-06115,-121.499162,39.278915,C-IV,2021,1803,7163,5645,1194.0,,,78123,15149,20888,3386.0,3232.5833333333335
Statewide,,,,,2022,991816,2164661,1815938,1315453.0,,,40146003,9195742,8893756,3307125.0,1048413.6666666666
Alameda,US-06001,-121.7871814,37.680185,CalWIN,2022,39592,65506,44464,45840.0,,,1689538,383100,338015,115693.0,41058.5
Alpine,US-06003,-120.0354892,38.6301005,C-IV,2022,23,61,41,0.0,,,1139,451,159,24.0,25.25
Amador,US-06005,-120.238969,38.46328,C-IV,2022,836,1698,1163,64.0,,,38161,14680,5648,411.0,597.8333333333334
Butte,US-06007,-121.5660076,39.723785,C-IV,2022,5655,19522,10140,2358.0,,,227736,57528,46050,5128.0,8166.0
Calaveras,US-06009,-120.6039732,38.1711345,C-IV,2022,1189,2769,1603,82.0,,,44150,18518,7030,254.0,916.9166666666666
Colusa,US-06011,-122.4386143,39.169245,C-IV,2022,433,1003,1058,634.0,,,22872,5142,5841,2975.0,501.4166666666667
Contra Costa,US-06013,-121.717604,37.888418,CalWIN,2022,17639,39086,32949,17685.0,,,1168294,303479,238272,65143.0,21224.25
Del Norte,US-06015,-123.719458,41.6908155,C-IV,2022,1030,3195,1822,166.0,,,26792,7158,5427,425.0,1533.25
El Dorado,US-06017,-120.4259625,38.78496,C-IV,2022,2714,6371,3628,588.0,,,190012,61377,34916,2279.0,2536.75
Fresno,US-06019,-120.862059,36.74633,CalWIN,2022,26319,94138,103333,49306.0,,,1029118,192987,279187,95429.0,38627.166666666664
Glenn,US-06021,-122.1147288,39.591764,C-IV,2022,654,1761,1578,567.0,,,29212,6829,7227,2129.0,975.4166666666666
Humboldt,US-06023,-123.959972,40.73356,C-IV,2022,4353,14436,7191,763.0,,,134138,36426,27335,2232.0,4598.583333333333
Imperial,US-06025,-115.058652,33.02615,C-IV,2022,8342,19450,17697,24019.0,,,192960,37989,53429,32857.0,9056.166666666666
Inyo,US-06027,-117.7797286,36.626,C-IV,2022,404,1004,796,128.0,,,18142,6619,3661,167.0,338.1666666666667
Kern,US-06029,-118.4426011,35.29441,C-IV,2022,22298,78607,84059,35944.0,,,929851,162416,251882,83768.0,29543.916666666668
Kings,US-06031,-119.6135104,36.138775,C-IV,2022,3194,11837,12367,5657.0,,,156164,24208,47310,14477.0,4293.75
Lake,US-06033,-122.9624445,39.124455,C-IV,2022,3138,7307,4604,823.0,,,64138,20307,13607,1988.0,3218.0833333333335
Lassen,US-06035,-120.2636913,40.446085,C-IV,2022,650,1964,1237,49.0,,,29842,7567,5267,701.0,806.0833333333334
Los Angeles,US-06037,-117.9879672,34.26394,LRS,2022,337862,640596,502151,462467.0,,,10208717,2305236,2148433,1173967.0,332662.1666666667
Madera,US-06039,-119.84174,37.27052,C-IV,2022,3547,12057,15979,9275.0,,,162722,33575,40427,18159.0,3981.4166666666665
Marin,US-06041,-122.870429,38.068145,C-IV,2022,3535,5737,4675,4405.0,,,257795,86054,45611,10628.0,2372.6666666666665
Mariposa,US-06043,-119.6495595,37.543615,C-IV,2022,604,1351,770,49.0,,,17556,7337,2720,396.0,418.25
Mendocino,US-06045,-123.5709822,39.380655,C-IV,2022,2918,7537,5054,1568.0,,,88353,27067,18330,3818.0,2852.4166666666665
Merced,US-06047,-120.1246993,37.18687,C-IV,2022,6900,25434,26418,13362.0,,,288601,49707,79331,35832.0,9724.25
Modoc,US-06049,-120.1993372,41.590546,C-IV,2022,325,855,566,41.0,,,9374,3376,1710,210.0,387.3333333333333
Mono,US-06051,-118.7402371,38.0878955,C-IV,2022,127,321,212,88.0,,,13898,3920,2660,502.0,75.41666666666667
Monterey,US-06053,-120.9044897,36.35433,C-IV,2022,5853,15997,23450,18897.0,,,447300,94505,112007,69012.0,6804.166666666667
Napa,US-06055,-122.5128064,38.509635,C-IV,2022,1836,3301,3054,2488.0,,,139518,39007,26401,9814.0,1774.8333333333333
Nevada,US-06057,-120.3163119,39.266135,C-IV,2022,2037,4852,2595,199.0,,,98157,37713,15086,1155.0,1743.5
Orange,US-06059,-117.8002615,33.66707,CalWIN,2022,70240,111245,93988,102305.0,,,3218111,758232,697266,265062.0,64485.083333333336
Placer,US-06061,-120.7858989,39.013999,CalWIN,2022,4578,9620,6642,2243.0,,,400664,118008,72128,6748.0,5184.25
Plumas,US-06063,-121.1037321,40.0234855,C-IV,2022,477,1221,672,,,,19041,7818,3106,112.0,514.75
Riverside,US-06065,-115.0250859,33.752845,C-IV,2022,46598,128445,118739,49046.0,,,2506351,575503,586874,170207.0,56328.666666666664
Sacramento,US-06067,-121.1505311,38.383079,CalWIN,2022,42103,108069,85400,55535.0,,,1571846,340499,358642,92721.0,55752.166666666664
San Benito,US-06069,-121.2131455,36.5928495,C-IV,2022,821,2620,2591,1522.0,,,62124,13773,13418,5503.0,858.5
San Bernardino,US-06071,-116.6760973,34.840011,C-IV,2022,48670,151428,145719,48885.0,,,2216865,423558,569970,153635.0,61905.75
San Diego,US-06073,-116.693716,33.019645,CalWIN,2022,77627,166605,119697,111490.0,,,3356185,762548,791797,187078.0,68549.75
San Francisco,US-06075,-122.4847727,37.759845,CalWIN,2022,41815,38961,17814,46433.0,,,897416,213284,137000,88324.0,32692.666666666668
San Joaquin,US-06077,-120.9449271,37.889845,C-IV,2022,18280,48928,46252,19250.0,,,783706,157960,197145,67320.0,22948.333333333332
San Luis Obispo,US-06079,-120.1080592,35.34633,CalWIN,2022,4026,10313,6551,2769.0,,,279268,88331,48872,8090.0,3425.8333333333335
San Mateo,US-06081,-122.2406398,37.407705,CalWIN,2022,8982,10578,10530,11708.0,,,777635,202896,155335,46949.0,8380.666666666666
Santa Barbara,US-06083,-120.0351675,34.743715,CalWIN,2022,6948,21860,19949,15201.0,,,455127,102052,101662,42843.0,7237.583333333333
Santa Clara,US-06085,-121.6161794,37.18939,CalWIN,2022,36272,44149,35040,46853.0,,,1987898,452847,420021,157502.0,36834.75
Santa Cruz,US-06087,-122.0401593,37.06834,CalWIN,2022,5086,13256,9660,7818.0,,,276024,72897,57374,16050.0,4190.166666666667
Shasta,US-06089,-122.0883555,40.735175,C-IV,2022,5317,13963,8382,687.0,,,176682,50605,37764,1646.0,7757.166666666667
Sierra,US-06091,-120.0617973,39.58418,C-IV,2022,100,148,76,,,,3077,1382,435,23.0,63.416666666666664
Siskiyou,US-06093,-122.5559892,41.5008525,C-IV,2022,1829,4191,2510,251.0,,,43169,15420,8314,563.0,2161.25
Solano,US-06095,-121.6688337,38.2894915,CalWIN,2022,8367,22801,16701,6668.0,,,448896,112492,98272,20775.0,9644.833333333334
Sonoma,US-06097,-122.7518161,38.481733,CalWIN,2022,7889,15402,12465,7958.0,,,502886,155361,87496,25428.0,6792.0
Stanislaus,US-06099,-120.8981857,37.606095,C-IV,2022,13019,36468,31429,15182.0,,,566365,113658,143405,46571.0,16356.916666666666
Sutter,US-06101,-121.714735,39.02038,C-IV,2022,1903,6111,5502,2222.0,,,99781,21932,23852,8944.0,3301.0833333333335
Tehama,US-06103,-122.6595518,40.125305,C-IV,2022,1928,5296,3948,1082.0,,,64023,17440,14634,2161.0,2609.8333333333335
Trinity,US-06105,-123.5069171,40.672495,C-IV,2022,536,1353,640,49.0,,,13156,5351,2277,436.0,545.0
Tulare,US-06107,-119.0889841,36.266965,CalWIN,2022,13835,50330,56888,35649.0,,,485121,86093,139439,55661.0,16620.25
Tuolumne,US-06109,-120.0954221,38.03354,C-IV,2022,1429,3001,1516,70.0,,,51670,19753,8291,318.0,1401.5
Ventura,US-06111,-119.0838699,34.47326,CalWIN,2022,13128,29364,29115,21116.0,,,851620,212734,183790,70594.0,13435.25
Yolo,US-06113,-121.9008022,38.619495,CalWIN,2022,3642,12936,6510,4479.0,,,228380,43474,51422,12980.0,4311.416666666667
Yuba,US-06115,-121.499162,39.278915,C-IV,2022,2364,8246,6358,1440.0,,,78666,15563,20776,3308.0,3195.25
Statewide,,,,,2023,1139052,2355072,1913371,1430424.0,,,38990487,9248486,8546309,3323670.0,1033893.5833333333
Alameda,US-06001,-121.7871814,37.680185,CalWIN,2023,45192,71549,46775,49909.0,,,1638046,426712,327015,121959.0,40640.583333333336
Alpine,US-06003,-120.0354892,38.6301005,C-IV,2023,29,93,58,0.0,,,1167,453,181,24.0,20.666666666666668
Amador,US-06005,-120.238969,38.46328,C-IV,2023,1034,1983,1325,88.0,,,40088,15893,5539,350.0,584.9166666666666
Butte,US-06007,-121.5660076,39.723785,C-IV,2023,6789,22761,11265,2718.0,,,207615,53155,40024,5306.0,7965.666666666667
Calaveras,US-06009,-120.6039732,38.1711345,C-IV,2023,1386,2995,1770,88.0,,,44744,18568,6966,299.0,880.6666666666666
Colusa,US-06011,-122.4386143,39.169245,C-IV,2023,529,1092,1247,793.0,,,21970,5133,5594,2850.0,475.5833333333333
Contra Costa,US-06013,-121.717604,37.888418,CalWIN,2023,21180,42891,35597,18313.0,,,1144040,304142,230462,67492.0,21096.166666666668
Del Norte,US-06015,-123.719458,41.6908155,C-IV,2023,1197,3307,1930,181.0,,,26136,7463,5230,557.0,1493.0
El Dorado,US-06017,-120.4259625,38.78496,C-IV,2023,3272,7027,4073,786.0,,,188131,65266,32501,2579.0,2499.5
Fresno,US-06019,-120.862059,36.74633,CalWIN,2023,30872,100845,107346,52383.0,,,1015793,192267,273968,92091.0,38245.083333333336
Glenn,US-06021,-122.1147288,39.591764,C-IV,2023,761,1971,1668,750.0,,,28760,7006,6922,1984.0,947.5
Humboldt,US-06023,-123.959972,40.73356,C-IV,2023,5222,16382,7650,852.0,,,134304,36693,25693,2090.0,4502.5
Imperial,US-06025,-115.058652,33.02615,C-IV,2023,9966,20565,18664,26323.0,,,179790,37672,55004,32530.0,9059.333333333334
Inyo,US-06027,-117.7797286,36.626,C-IV,2023,455,959,758,136.0,,,18901,6710,3599,175.0,312.3333333333333
Kern,US-06029,-118.4426011,35.29441,C-IV,2023,27256,86442,90559,42047.0,,,910112,164965,249504,83556.0,29445.5
Kings,US-06031,-119.6135104,36.138775,C-IV,2023,3761,13173,12891,6276.0,,,152340,27950,42567,15108.0,4252.166666666667
Lake,US-06033,-122.9624445,39.124455,C-IV,2023,3670,7930,5104,1169.0,,,67402,22009,13788,1727.0,3144.0833333333335
Lassen,US-06035,-120.2636913,40.446085,C-IV,2023,762,2160,1388,73.0,,,28563,7673,4813,830.0,786.0833333333334
Los Angeles,US-06037,-117.9879672,34.26394,LRS,2023,378869,701388,521571,498842.0,,,9750065,2283181,2071166,1165693.0,326080.3333333333
Madera,US-06039,-119.84174,37.27052,C-IV,2023,4285,13316,17034,10312.0,,,158276,33390,41039,17926.0,3954.5833333333335
Marin,US-06041,-122.870429,38.068145,C-IV,2023,4032,6222,4854,4736.0,,,251808,94304,43465,12274.0,2351.5
Mariposa,US-06043,-119.6495595,37.543615,C-IV,2023,692,1516,878,71.0,,,16988,7300,2721,323.0,416.8333333333333
Mendocino,US-06045,-123.5709822,39.380655,C-IV,2023,3501,8049,5325,1741.0,,,89092,27410,18611,3771.0,2835.5833333333335
Merced,US-06047,-120.1246993,37.18687,C-IV,2023,8125,28136,28394,14970.0,,,289712,49863,78138,36379.0,9541.833333333334
Modoc,US-06049,-120.1993372,41.590546,C-IV,2023,417,918,634,52.0,,,8670,3378,1355,274.0,384.5833333333333
Mono,US-06051,-118.7402371,38.0878955,C-IV,2023,142,342,217,86.0,,,13183,4439,2465,595.0,73.16666666666667
Monterey,US-06053,-120.9044897,36.35433,C-IV,2023,7008,18560,28153,24082.0,,,433139,95116,112349,67376.0,6651.5
Napa,US-06055,-122.5128064,38.509635,C-IV,2023,2144,3744,3503,2938.0,,,134580,41573,24299,9073.0,1723.4166666666667
Nevada,US-06057,-120.3163119,39.266135,C-IV,2023,2526,5786,3092,253.0,,,99796,41103,14861,1078.0,1733.3333333333333
Orange,US-06059,-117.8002615,33.66707,CalWIN,2023,81106,120940,96843,103882.0,,,3140475,782316,652400,265229.0,64287.833333333336
Placer,US-06061,-120.7858989,39.013999,CalWIN,2023,5444,10899,7616,2962.0,,,413044,115429,78429,7653.0,5241.5
Plumas,US-06063,-121.1037321,40.0234855,C-IV,2023,549,1144,651,38.0,,,18909,8676,2663,69.0,484.75
Riverside,US-06065,-115.0250859,33.752845,C-IV,2023,57541,145058,129815,57051.0,,,2447642,526130,560846,171723.0,56397.25
Sacramento,US-06067,-121.1505311,38.383079,CalWIN,2023,47846,115785,88801,65040.0,,,1567562,347681,354420,97154.0,55011.916666666664
San Benito,US-06069,-121.2131455,36.5928495,C-IV,2023,1044,2890,2897,1894.0,,,66451,14374,14827,5597.0,866.0833333333334
San Bernardino,US-06071,-116.6760973,34.840011,C-IV,2023,58434,166154,154903,56048.0,,,2189276,422089,543884,154491.0,61245.5
San Diego,US-06073,-116.693716,33.019645,CalWIN,2023,87441,169569,119827,116034.0,,,3293163,760002,738495,185957.0,67539.33333333333
San Francisco,US-06075,-122.4847727,37.759845,CalWIN,2023,44979,42198,17956,48322.0,,,830272,231201,132964,87380.0,32316.583333333332
San Joaquin,US-06077,-120.9449271,37.889845,C-IV,2023,21193,52636,48771,21906.0,,,788279,157943,192291,67712.0,22521.5
San Luis Obispo,US-06079,-120.1080592,35.34633,CalWIN,2023,4730,12302,7098,3233.0,,,280972,83169,46699,8158.0,3288.5833333333335
San Mateo,US-06081,-122.2406398,37.407705,CalWIN,2023,10388,11098,10509,12007.0,,,733081,213482,149961,50289.0,8248.916666666666
Santa Barbara,US-06083,-120.0351675,34.743715,CalWIN,2023,8158,22953,22926,18405.0,,,446369,103937,98792,42441.0,7002.166666666667
Santa Clara,US-06085,-121.6161794,37.18939,CalWIN,2023,40765,48719,36957,47291.0,,,1877528,459509,392706,162053.0,36232.916666666664
Santa Cruz,US-06087,-122.0401593,37.06834,CalWIN,2023,5749,13827,10197,8789.0,,,266183,74803,48689,16313.0,4103.666666666667
Shasta,US-06089,-122.0883555,40.735175,C-IV,2023,6181,15303,8939,813.0,,,179455,52334,36909,1988.0,7601.0
Sierra,US-06091,-120.0617973,39.58418,C-IV,2023,110,166,64,5.0,,,3192,1530,433,33.0,62.166666666666664
Siskiyou,US-06093,-122.5559892,41.5008525,C-IV,2023,2167,4465,2658,316.0,,,43529,15856,7786,544.0,2109.8333333333335
Solano,US-06095,-121.6688337,38.2894915,CalWIN,2023,9743,23839,17507,7430.0,,,443548,113472,94095,22089.0,9554.583333333334
Sonoma,US-06097,-122.7518161,38.481733,CalWIN,2023,9108,15607,13197,9042.0,,,479217,146158,88499,26942.0,6644.583333333333
Stanislaus,US-06099,-120.8981857,37.606095,C-IV,2023,15368,41431,35097,18198.0,,,548701,111598,139804,47847.0,15934.333333333334
Sutter,US-06101,-121.714735,39.02038,C-IV,2023,2243,6309,5857,2754.0,,,99514,23028,23841,9206.0,3267.75
Tehama,US-06103,-122.6595518,40.125305,C-IV,2023,2312,5630,4339,1200.0,,,64671,17977,14682,2782.0,2541.6666666666665
Trinity,US-06105,-123.5069171,40.672495,C-IV,2023,695,1550,766,59.0,,,15965,6200,2347,176.0,534.5
Tulare,US-06107,-119.0889841,36.266965,CalWIN,2023,16490,54699,59339,37637.0,,,476480,85804,136940,56549.0,16486.416666666668
Tuolumne,US-06109,-120.0954221,38.03354,C-IV,2023,1678,3285,1630,79.0,,,52932,20538,8407,238.0,1375.0
Ventura,US-06111,-119.0838699,34.47326,CalWIN,2023,15492,31508,30756,22331.0,,,824426,211793,179121,70572.0,13376.75
Yolo,US-06113,-121.9008022,38.619495,CalWIN,2023,4175,13975,6844,4941.0,,,223467,44796,43169,13298.0,4277.0
Yuba,US-06115,-121.499162,39.278915,C-IV,2023,2849,9031,6888,1749.0,,,82973,15874,22371,2918.0,3137.75
Statewide,,,,,2024,1139052,2355072,1913371,1430424.0,,,39119734,8738360,8544834,,1024354.5000000002
Alameda,US-06001,-121.7871814,37.680185,CalWIN,2024,45192,71549,46775,49909.0,,,1654334,367422,329248,,40132.583333333336
Alpine,US-06003,-120.0354892,38.6301005,C-IV,2024,29,93,58,0.0,,,1163,459,174,,18.583333333333332
Amador,US-06005,-120.238969,38.46328,C-IV,2024,1034,1983,1325,88.0,,,40198,14847,6496,,586.5
Butte,US-06007,-121.5660076,39.723785,C-IV,2024,6789,22761,11265,2718.0,,,205517,43316,40583,,7857.25
Calaveras,US-06009,-120.6039732,38.1711345,C-IV,2024,1386,2995,1770,88.0,,,44483,17493,7762,,853.5
Colusa,US-06011,-122.4386143,39.169245,C-IV,2024,529,1092,1247,793.0,,,21939,4650,5692,,466.0833333333333
Contra Costa,US-06013,-121.717604,37.888418,CalWIN,2024,21180,42891,35597,18313.0,,,1143037,289750,248413,,21036.916666666668
Del Norte,US-06015,-123.719458,41.6908155,C-IV,2024,1197,3307,1930,181.0,,,26021,7071,5694,,1442.4166666666667
El Dorado,US-06017,-120.4259625,38.78496,C-IV,2024,3272,7027,4073,786.0,,,186622,63235,36597,,2465.25
Fresno,US-06019,-120.862059,36.74633,CalWIN,2024,30872,100845,107346,52383.0,,,1014946,177639,284234,,38114.916666666664
Glenn,US-06021,-122.1147288,39.591764,C-IV,2024,761,1971,1668,750.0,,,27739,6535,7247,,918.6666666666666
Humboldt,US-06023,-123.959972,40.73356,C-IV,2024,5222,16382,7650,852.0,,,134408,33071,26897,,4362.5
Imperial,US-06025,-115.058652,33.02615,C-IV,2024,9966,20565,18664,26323.0,,,181060,36477,50154,,9073.416666666666
Inyo,US-06027,-117.7797286,36.626,C-IV,2024,455,959,758,136.0,,,18656,6401,3709,,283.3333333333333
Kern,US-06029,-118.4426011,35.29441,C-IV,2024,27256,86442,90559,42047.0,,,904430,148525,260032,,29498.833333333332
Kings,US-06031,-119.6135104,36.138775,C-IV,2024,3761,13173,12891,6276.0,,,153709,21919,43005,,4234.25
Lake,US-06033,-122.9624445,39.124455,C-IV,2024,3670,7930,5104,1169.0,,,65908,20665,15143,,3107.75
Lassen,US-06035,-120.2636913,40.446085,C-IV,2024,762,2160,1388,73.0,,,27483,5855,4673,,763.5833333333334
Los Angeles,US-06037,-117.9879672,34.26394,LRS,2024,378869,701388,521571,498842.0,,,9784023,2206717,1934637,,320715.0833333333
Madera,US-06039,-119.84174,37.27052,C-IV,2024,4285,13316,17034,10312.0,,,159786,31672,43189,,3952.9166666666665
Marin,US-06041,-122.870429,38.068145,C-IV,2024,4032,6222,4854,4736.0,,,254283,84805,47268,,2299.0
Mariposa,US-06043,-119.6495595,37.543615,C-IV,2024,692,1516,878,71.0,,,16780,6768,3002,,412.0
Mendocino,US-06045,-123.5709822,39.380655,C-IV,2024,3501,8049,5325,1741.0,,,88991,27664,19227,,2766.6666666666665
Merced,US-06047,-120.1246993,37.18687,C-IV,2024,8125,28136,28394,14970.0,,,286149,46968,81139,,9575.166666666666
Modoc,US-06049,-120.1993372,41.590546,C-IV,2024,417,918,634,52.0,,,8412,2794,1816,,364.5833333333333
Mono,US-06051,-118.7402371,38.0878955,C-IV,2024,142,342,217,86.0,,,13215,3729,2511,,70.66666666666667
Monterey,US-06053,-120.9044897,36.35433,C-IV,2024,7008,18560,28153,24082.0,,,438851,90368,112567,,6515.0
Napa,US-06055,-122.5128064,38.509635,C-IV,2024,2144,3744,3503,2938.0,,,133989,40183,24775,,1688.1666666666667
Nevada,US-06057,-120.3163119,39.266135,C-IV,2024,2526,5786,3092,253.0,,,99875,38623,17166,,1753.8333333333333
Orange,US-06059,-117.8002615,33.66707,CalWIN,2024,81106,120940,96843,103882.0,,,3142387,746478,650450,,64555.583333333336
Placer,US-06061,-120.7858989,39.013999,CalWIN,2024,5444,10899,7616,2962.0,,,412892,114012,89194,,5299.583333333333
Plumas,US-06063,-121.1037321,40.0234855,C-IV,2024,549,1144,651,38.0,,,18709,7858,3334,,469.3333333333333
